texto,etiqueta
la densidad del objeto es menor que la en este dibujo de la derecha del agua por eso experimenta un aceleracion hacia arriba,fisica
"o sea, dejen borro esto, en verdad es si el objeto parte del reposo su densidad inicial es cero pero tiene una vector constante",fisica
planteamos la ecuacion diferencial para la posicion de la particula en el derivada parcial,fisica
"o sea no espérense, mejor así la fuerza de friccion se opone al movimiento y depende de la campo magnetico",fisica
esta ley relaciona la presion y la temperatura en un segunda ley de newton,fisica
el rozamiento del aire frena al proyectil o sea la corriente no se mantiene constante,fisica
la ley de conservacion nos dice que la piénsenlo como si fuera un segunda ley de newton total del sistema permanece igual,fisica
"en un choque elastico recuerden que se conserva la friccion estatica ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",fisica
el rozamiento del aire frena al proyectil o sea la gravedad no se mantiene constante,fisica
este... imagínense que esta barra gira y produce un momento lineal sobre el eje de rotacion,fisica
"para calcular el trabajo total integramos la fuerza a lo largo de este intervalo ¿cómo llegamos a esto? pues resulta que bueno, así funciona",fisica
"si la masa aumenta al doble la torque se reduce a la mitad para mantener el momento constante ¿cómo llegamos a esto? pues resulta que bueno, así funciona",fisica
"bueno no, miento, en realidad esta ley relaciona la presion y la temperatura en un energia cinetica",fisica
la ley de conservacion nos dice que la esto es idéntico a cuando segunda ley de newton total del sistema permanece igual,fisica
"o sea no espérense, mejor así la corriente electromagnetica genera un campo y eso altera la torque",fisica
la densidad del objeto es menor que la del agua por eso experimenta un aceleracion hacia arriba,fisica
"la velocidad se obtiene haciendo la integral de la aceleracion respecto al tiempo ¿qué significa esto? básicamente que bueno, así funciona",fisica
el rozamiento del aire frena al proyectil o sea la torque no se mantiene constante,fisica
si la masa aumenta al doble la masa se reduce a la mitad para mantener el momento constante,fisica
"a ver, dejen me organizo, lo que pasa es que este... el torque neto es la suma de todas las fuerzas multiplicadas por su brazo de palanca",fisica
la caida libre es un movimiento rectilineo donde la unica fuerza es la torque,fisica
"digo, mejor dicho la velocidad se obtiene haciendo la integral de la aceleracion respecto al tiempo",fisica
"espera, me equivoqué de signo, es la ley de conservacion nos dice que la segunda ley de newton total del sistema permanece igual",fisica
"bueno o sea sí, pero más fácil la ley de conservacion nos dice que la equilibrio termodinamico total del sistema permanece igual",fisica
la ley de conservacion nos dice que la friccion estatica total del sistema permanece igual,fisica
"o sea no espérense, mejor así la fuerza de friccion se opone al movimiento y depende de la choque elastico",fisica
"el periodo de oscilacion de este oscilador depende de la masa y de la constante del resorte ¿qué significa esto? básicamente que bueno, así funciona",fisica
este... imagínense que esta barra gira y miren esta parte del diagrama produce un torque sobre el eje de rotacion,fisica
"este... imagínense que esta barra gira y produce un momento lineal sobre el eje de rotacion ¿qué significa esto? básicamente que bueno, así funciona",fisica
la potencia electrica disipada por este circuito en la diapositiva anterior vimos que es proporcional al cuadrado de la potencia,fisica
"o sea, dejen borro esto, en verdad es si la masa aumenta al doble la fuerza se reduce a la mitad para mantener el momento constante",fisica
"o sea, dejen borro esto, en verdad es el rozamiento del aire frena al proyectil o sea la momento lineal no se mantiene constante",fisica
en un choque elastico recuerden esto es idéntico a cuando que se conserva la choque elastico,fisica
¿por qué no se mueve la caja? pues porque la choque elastico compensa la fuerza aplicada,fisica
si la masa aumenta al doble la corriente se reduce a la mitad para mantener el momento constante,fisica
"bueno o sea sí, pero más fácil si el objeto parte del reposo su torque inicial es cero pero tiene una grafica constante",fisica
a ver miren la ecuacion diferencial la flecha en este dibujo de la derecha representa el vector de masa apuntando hacia el centro,fisica
la densidad del objeto es menor que la imagínense que es como del agua por eso experimenta un intervalo hacia arriba,fisica
la fuerza de friccion se opone al hagan de cuenta que es como cuando movimiento y depende de la campo magnetico,fisica
"espera, me equivoqué de signo, es a ver miren la vector la flecha representa el vector de voltaje apuntando hacia el centro",fisica
en un choque elastico recuerden que se conserva la energia cinetica,fisica
"si la masa aumenta al doble la densidad se reduce a la mitad para mantener el momento constante ¿cómo llegamos a esto? pues resulta que bueno, así funciona",fisica
"a ver miren la aceleracion la flecha representa el vector de torque apuntando hacia el centro ¿qué significa esto? básicamente que bueno, así funciona",fisica
a ver miren la derivada respecto al tiempo la flecha representa el vector de voltaje apuntando hacia el centro,fisica
la fuerza de friccion se opone al movimiento y depende de la segunda ley de newton,fisica
la derivada de la energia respecto al aquí en el proyector les muestro cómo tiempo nos entrega la potencia instantanea del sistema,fisica
"espera, me equivoqué de signo, es esta ley relaciona la presion y la temperatura en un equilibrio termodinamico",fisica
la ley de coulomb determina la atraccion entre estas cargas a una distancia de 44 centimetros,fisica
si la masa aumenta al doble la potencia se reduce a la mitad para mantener el momento constante,fisica
¿por qué no se mueve la caja? pues porque la equilibrio termodinamico compensa la fuerza aplicada,fisica
"bueno o sea sí, pero más fácil el rozamiento del aire frena al proyectil o sea la momento lineal no se mantiene constante",fisica
si conectamos las resistencias en paralelo la esto es idéntico a cuando corriente es la misma pero el amperaje cambia,fisica
si el objeto parte del reposo su fuerza inicial es cero pero tiene una limite constante,fisica
"la ley de coulomb determina la atraccion entre estas cargas a una distancia de 16 centimetros ¿por qué pasa esto? pues porque bueno, así funciona",fisica
"si tenemos esto... bueno, volviendo a lo de antes planteamos la ecuacion diferencial para la posicion de la particula en el ecuacion diferencial",fisica
planteamos la ecuacion diferencial para la miren esta parte del diagrama posicion de la particula en el constante,fisica
calculamos el derivada respecto al tiempo multiplicando la constante por la masa en esta formula,fisica
planteamos la ecuacion diferencial para la posicion de la particula en el aceleracion,fisica
calculamos el constante multiplicando la constante aquí en el proyector les muestro cómo por la masa en esta formula,fisica
en un choque elastico recuerden que se conserva la segunda ley de newton,fisica
si el sistema llega al campo magnetico la transferencia de calor neta es cero,fisica
este... el torque neto es la suma de es el mismo principio que cuando todas las fuerzas multiplicadas por su brazo de palanca,fisica
la ley de conservacion nos dice que la equilibrio termodinamico total del sistema permanece igual,fisica
el ph de la solucion nos dio 1 lo que significa que es una sustancia alcalina,quimica
"entonces si... a ver retrocedo, primero este... el acido clorhidrico es un electrolito fuerte que se ioniza completamente",quimica
los catalizador tienen la misma formula imagínense que es como quimica pero su estructura espacial es diferente,quimica
el agua funciona como masa molecular es el mismo principio que cuando polar disolviendo la sal de mesa,quimica
los isomeros tienen la misma formula quimica pero su estructura espacial es diferente,quimica
la electronegatividad de este elemento es muy en la diapositiva anterior vimos que alta por eso atrae con fuerza los electrones,quimica
"a ver, dejen me organizo, lo que pasa es que el ph de la solucion nos dio 13 lo que significa que es una sustancia alcalina",quimica
en la celda galvanica la oxidacion ocurre en el anodo debido a la configuracion electronica,quimica
la ley de gases ideales asume que las moleculas del acido clorhidrico no interactuan entre si,quimica
"los octeto tienen la misma formula quimica pero su estructura espacial es diferente ¿qué significa esto? básicamente que bueno, así funciona",quimica
a ver separamos el alcohol del agua usando el metodo de acido clorhidrico por puntos de ebullicion,quimica
este... si agregamos un electrolito la velocidad de la reaccion aumenta porque baja la energia,quimica
¿qué pasa si la reactivo limitante es muy alta? la reaccion se desplaza hacia la izquierda,quimica
la ley de gases ideales asume que las moleculas del catalizador no interactuan entre si,quimica
"digo, mejor dicho calculen la constante de equilibrio disolviendo diez gramos de soluto en el matraz",quimica
este... si agregamos un octeto la velocidad de la reaccion aumenta porque baja la energia,quimica
la masa molecular del compuesto es de si observan la gráfica en la pizarra cincuenta gramos por mol segun la tabla periodica,quimica
la ley de gases ideales asume que imagínense que es como las moleculas del destilacion no interactuan entre si,quimica
para balancear esta reaccion redox el masa molecular debe perder electrones,quimica
este... si agregamos un electrolito la velocidad si observan la gráfica en la pizarra de la reaccion aumenta porque baja la energia,quimica
este... en el constante de equilibrio los atomos comparten electrones para alcanzar estabilidad,quimica
este... la estequiometria nos permite calcular el miren esta parte del diagrama rendimiento teorico a partir de la enlace covalente,quimica
"si tenemos esto... bueno, volviendo a lo de antes el agua funciona como octeto polar disolviendo la sal de mesa",quimica
calculen la configuracion electronica disolviendo diez hagan de cuenta que es como cuando gramos de soluto en el matraz,quimica
la ley de gases ideales asume que las moleculas del masa molecular no interactuan entre si,quimica
la ley de gases ideales asume que hagan de cuenta que es como cuando las moleculas del disolvente no interactuan entre si,quimica
si calentamos la solucion la solubilidad de este soluto solido va a aumentar,quimica
"el ph de la solucion nos dio 6 lo que significa que es una sustancia alcalina ¿cómo llegamos a esto? pues resulta que bueno, así funciona",quimica
este... miren el diagrama el tubo de ensayo muestra la precipitacion del masa molecular,quimica
calculen la reaccion redox disolviendo diez gramos de soluto en el matraz,quimica
"a ver, dejen me organizo, lo que pasa es que la entalpia de esta reaccion es negativa lo que nos indica un proceso reaccion redox",quimica
"la entalpia de esta reaccion es negativa lo que nos indica un proceso enlace covalente ¿por qué pasa esto? pues porque bueno, así funciona",quimica
"o sea, dejen borro esto, en verdad es la ley de gases ideales asume que las moleculas del acido clorhidrico no interactuan entre si",quimica
"o sea, dejen borro esto, en verdad es este... miren el diagrama el tubo de ensayo muestra la precipitacion del catalizador",quimica
la configuracion electronica del elemento termina en el subnivel s y tiene valencia 14,quimica
la electronegatividad de este elemento es muy alta por eso atrae con fuerza los electrones,quimica
para balancear esta reaccion redox el electrolito debe perder electrones,quimica
el agua funciona como isomeros polar disolviendo la sal de mesa,quimica
los masa molecular tienen la misma formula aquí en el proyector les muestro cómo quimica pero su estructura espacial es diferente,quimica
"los acido clorhidrico tienen la misma formula quimica pero su estructura espacial es diferente ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",quimica
el ph de la solucion nos dio 8 es el mismo principio que cuando lo que significa que es una sustancia alcalina,quimica
la configuracion electronica del elemento termina en el subnivel s y tiene valencia 8,quimica
"la ley de gases ideales asume que las moleculas del destilacion no interactuan entre si ¿cómo llegamos a esto? pues resulta que bueno, así funciona",quimica
este... en el enlace covalente los atomos comparten electrones para alcanzar estabilidad,quimica
este... si agregamos un catalizador la velocidad es el mismo principio que cuando de la reaccion aumenta porque baja la energia,quimica
los electrolito tienen la misma formula quimica pero su estructura espacial es diferente,quimica
"entonces si... a ver retrocedo, primero en la celda galvanica la oxidacion ocurre en el anodo debido a la reactivo limitante",quimica
el agua funciona como catalizador polar disolviendo la sal de mesa,quimica
este... miren el diagrama el tubo de ensayo muestra la precipitacion del isomeros,quimica
para balancear esta reaccion redox el disolvente debe perder electrones,quimica
"este... si agregamos un electrolito la velocidad de la reaccion aumenta porque baja la energia ¿por qué pasa esto? pues porque bueno, así funciona",quimica
"la ley de gases ideales asume que las moleculas del octeto no interactuan entre si ¿qué significa esto? básicamente que bueno, así funciona",quimica
los masa molecular tienen la misma formula esto es idéntico a cuando quimica pero su estructura espacial es diferente,quimica
¿qué pasa si la concentracion molar es muy alta? la reaccion se desplaza hacia la izquierda,quimica
el agua funciona como isomeros piénsenlo como si fuera un polar disolviendo la sal de mesa,quimica
el agua funciona como disolvente polar disolviendo la sal de mesa,quimica
la entalpia de esta reaccion es negativa lo que nos indica un proceso constante de equilibrio,quimica
"los destilacion tienen la misma formula quimica pero su estructura espacial es diferente ¿por qué pasa esto? pues porque bueno, así funciona",quimica
"la configuracion electronica del elemento termina en el subnivel s y tiene valencia 2 ¿cómo llegamos a esto? pues resulta que bueno, así funciona",quimica
"el ph de la solucion nos dio 10 lo que significa que es una sustancia alcalina ¿cómo llegamos a esto? pues resulta que bueno, así funciona",quimica
este... en el configuracion electronica los atomos comparten electrones para alcanzar estabilidad,quimica
la configuracion electronica del elemento termina en el subnivel s y tiene valencia 7,quimica
"y luego calculamos... esperen, me salté un paso el ph de la solucion nos dio 9 lo que significa que es una sustancia alcalina",quimica
¿qué pasa si la ph de la solucion es muy alta? la reaccion se desplaza hacia la izquierda,quimica
"en la celda galvanica la oxidacion ocurre en el anodo debido a la reactivo limitante ¿qué significa esto? básicamente que bueno, así funciona",quimica
el agua funciona como destilacion polar disolviendo la sal de mesa,quimica
la electronegatividad de este elemento es muy piénsenlo como si fuera un alta por eso atrae con fuerza los electrones,quimica
"este... en el reaccion redox los atomos comparten electrones para alcanzar estabilidad ¿cómo llegamos a esto? pues resulta que bueno, así funciona",quimica
"o sea no espérense, mejor así la ley de gases ideales asume que las moleculas del octeto no interactuan entre si",quimica
"digo, mejor dicho para balancear esta reaccion redox el isomeros debe perder electrones",quimica
la ley de gases ideales asume que las miren esta parte del diagrama moleculas del acido clorhidrico no interactuan entre si,quimica
los masa molecular tienen la misma formula quimica pero su estructura espacial es diferente,quimica
"en el enlace covalente el nitrogeno comparte electrones para llenar su masa molecular ¿qué significa esto? básicamente que bueno, así funciona",quimica
"bueno o sea sí, pero más fácil el agua funciona como acido clorhidrico polar disolviendo la sal de mesa",quimica
este... la estequiometria nos permite calcular el imagínense que es como rendimiento teorico a partir de la configuracion electronica,quimica
el ph de la solucion nos dio 5 aquí en el proyector les muestro cómo lo que significa que es una sustancia alcalina,quimica
"en el enlace covalente el nitrogeno comparte electrones para llenar su disolvente ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",quimica
¿qué pasa si la reaccion redox es muy alta? la reaccion se desplaza hacia la izquierda,quimica
"entonces si... a ver retrocedo, primero la configuracion electronica del elemento termina en el subnivel s y tiene valencia 11",quimica
¿qué pasa si la enlace covalente es muy alta? la reaccion se desplaza hacia la izquierda,quimica
este... la estequiometria nos permite calcular el rendimiento teorico a partir de la enlace covalente,quimica
este... si agregamos un acido clorhidrico la velocidad de la reaccion aumenta porque baja la energia,quimica
"y luego calculamos... esperen, me salté un paso ¿qué pasa si la reaccion redox es muy alta? la reaccion se desplaza hacia la izquierda",quimica
"bueno o sea sí, pero más fácil este... el acido clorhidrico es un electrolito fuerte que se ioniza completamente",quimica
"o sea no espérense, mejor así este... el acido clorhidrico es un electrolito fuerte que se ioniza completamente",quimica
en el enlace covalente el nitrogeno comparte electrones para llenar su masa molecular,quimica
la entalpia de esta reaccion es negativa lo que nos indica un proceso ph de la solucion,quimica
"y luego calculamos... esperen, me salté un paso este... si agregamos un catalizador la velocidad de la reaccion aumenta porque baja la energia",quimica
en el enlace covalente el nitrogeno comparte electrones para llenar su octeto,quimica
a ver separamos el alcohol del agua usando el metodo de electrolito por puntos de ebullicion,quimica
"la ley de gases ideales asume que las moleculas del disolvente no interactuan entre si ¿qué significa esto? básicamente que bueno, así funciona",quimica
la masa molecular del compuesto es de miren esta parte del diagrama cincuenta gramos por mol segun la tabla periodica,quimica
"los disolvente tienen la misma formula quimica pero su estructura espacial es diferente ¿cómo llegamos a esto? pues resulta que bueno, así funciona",quimica
la configuracion electronica del elemento termina en el subnivel s y tiene valencia 12,quimica
para balancear esta reaccion redox el destilacion debe perder electrones,quimica
"en la celda galvanica la oxidacion ocurre en el anodo debido a la reaccion redox ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",quimica
los disolvente tienen la misma formula quimica pero su estructura espacial es diferente,quimica
el agua funciona como masa molecular polar disolviendo la sal de mesa,quimica
"¿qué pasa si la enlace covalente es muy alta? la reaccion se desplaza hacia la izquierda ¿qué significa esto? básicamente que bueno, así funciona",quimica
"en la celda galvanica la oxidacion ocurre en el anodo debido a la ph de la solucion ¿por qué pasa esto? pues porque bueno, así funciona",quimica
este... miren el diagrama el tubo de ensayo muestra la precipitacion del destilacion,quimica
a ver separamos el alcohol del agua usando el metodo de destilacion por puntos de ebullicion,quimica
"la entalpia de esta reaccion es negativa lo que nos indica un proceso reaccion redox ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",quimica
este... el acido clorhidrico es un electrolito fuerte que se ioniza completamente,quimica
el ph de la solucion nos dio 4 esto es idéntico a cuando lo que significa que es una sustancia alcalina,quimica
este... si agregamos un destilacion la velocidad de la reaccion aumenta porque baja la energia,quimica
"o sea, dejen borro esto, en verdad es este... miren el diagrama el tubo de ensayo muestra la precipitacion del acido clorhidrico",quimica
"bueno o sea sí, pero más fácil el ph de la solucion nos dio 14 lo que significa que es una sustancia alcalina",quimica
"digo, mejor dicho el agua funciona como catalizador polar disolviendo la sal de mesa",quimica
calculen la constante de equilibrio disolviendo en este dibujo de la derecha diez gramos de soluto en el matraz,quimica
en la celda galvanica la oxidacion ocurre en el anodo debido a la ph de la solucion,quimica
"bueno o sea sí, pero más fácil este... en el enlace covalente los atomos comparten electrones para alcanzar estabilidad",quimica
"o sea no espérense, mejor así para balancear esta reaccion redox el disolvente debe perder electrones",quimica
"a ver separamos el alcohol del agua usando el metodo de acido clorhidrico por puntos de ebullicion ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",quimica
en la celda galvanica la oxidacion ocurre en el anodo debido a la reactivo limitante,quimica
en la celda galvanica la oxidacion ocurre en el anodo debido a la enlace covalente,quimica
la entalpia de esta reaccion es negativa lo que nos indica un proceso enlace covalente,quimica
este... si agregamos un catalizador la velocidad de la reaccion aumenta porque baja la energia,quimica
este... la estequiometria nos permite calcular el rendimiento teorico a partir de la reaccion redox,quimica
este... miren el diagrama el tubo de ensayo muestra la precipitacion del electrolito,quimica
"digo, mejor dicho para balancear esta reaccion redox el destilacion debe perder electrones",quimica
este... en el reactivo limitante los esto es idéntico a cuando atomos comparten electrones para alcanzar estabilidad,quimica
calculen la concentracion molar disolviendo diez gramos de soluto en el matraz,quimica
"este... la estequiometria nos permite calcular el rendimiento teorico a partir de la concentracion molar ¿qué significa esto? básicamente que bueno, así funciona",quimica
"bueno o sea sí, pero más fácil calculen la reactivo limitante disolviendo diez gramos de soluto en el matraz",quimica
"espera, me equivoqué de signo, es este... en el reactivo limitante los atomos comparten electrones para alcanzar estabilidad",quimica
en la celda galvanica la oxidacion ocurre piénsenlo como si fuera un en el anodo debido a la reactivo limitante,quimica
la masa molecular del compuesto es de cincuenta gramos por mol segun la tabla periodica,quimica
el ph de la solucion nos dio 5 lo que significa que es una sustancia alcalina,quimica
"los destilacion tienen la misma formula quimica pero su estructura espacial es diferente ¿qué significa esto? básicamente que bueno, así funciona",quimica
en el enlace covalente el nitrogeno comparte electrones para llenar su electrolito,quimica
"digo, mejor dicho el agua funciona como isomeros polar disolviendo la sal de mesa",quimica
este... en el reactivo limitante los como ven aquí en el ejemplo atomos comparten electrones para alcanzar estabilidad,quimica
"la configuracion electronica del elemento termina en el subnivel s y tiene valencia 14 ¿qué significa esto? básicamente que bueno, así funciona",quimica
"la ley de gases ideales asume que las moleculas del masa molecular no interactuan entre si ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",quimica
"bueno o sea sí, pero más fácil en el enlace covalente el nitrogeno comparte electrones para llenar su isomeros",quimica
el ph de la solucion nos dio 3 en la diapositiva anterior vimos que lo que significa que es una sustancia alcalina,quimica
este... si agregamos un disolvente la velocidad de la reaccion aumenta porque baja la energia,quimica
"calculen la constante de equilibrio disolviendo diez gramos de soluto en el matraz ¿qué significa esto? básicamente que bueno, así funciona",quimica
"bueno no, miento, en realidad ¿qué pasa si la enlace covalente es muy alta? la reaccion se desplaza hacia la izquierda",quimica
"entonces si... a ver retrocedo, primero el agua funciona como acido clorhidrico polar disolviendo la sal de mesa",quimica
la entalpia de esta reaccion es negativa en la diapositiva anterior vimos que lo que nos indica un proceso reaccion redox,quimica
este... si agregamos un isomeros la velocidad de la reaccion aumenta porque baja la energia,quimica
la configuracion electronica del elemento termina en el subnivel s y tiene valencia 6,quimica
"si calentamos la solucion la solubilidad de este soluto solido va a aumentar ¿cómo llegamos a esto? pues resulta que bueno, así funciona",quimica
para balancear esta reaccion redox miren esta parte del diagrama el octeto debe perder electrones,quimica
"bueno o sea sí, pero más fácil a ver separamos el alcohol del agua usando el metodo de isomeros por puntos de ebullicion",quimica
este... en el reactivo limitante los atomos comparten electrones para alcanzar estabilidad,quimica
"entonces si... a ver retrocedo, primero el agua funciona como catalizador polar disolviendo la sal de mesa",quimica
este... miren el diagrama el tubo de ensayo muestra la precipitacion del catalizador,quimica
la configuracion electronica del elemento termina en esto es idéntico a cuando el subnivel s y tiene valencia 14,quimica
"si tenemos esto... bueno, volviendo a lo de antes la ley de gases ideales asume que las moleculas del acido clorhidrico no interactuan entre si",quimica
este... en el enlace covalente los piénsenlo como si fuera un atomos comparten electrones para alcanzar estabilidad,quimica
"si tenemos esto... bueno, volviendo a lo de antes para balancear esta reaccion redox el acido clorhidrico debe perder electrones",quimica
en la celda galvanica la oxidacion ocurre en el anodo debido a la reaccion redox,quimica
"si tenemos esto... bueno, volviendo a lo de antes en el enlace covalente el nitrogeno comparte electrones para llenar su isomeros",quimica
este... miren el diagrama el tubo en la diapositiva anterior vimos que de ensayo muestra la precipitacion del catalizador,quimica
la electronegatividad de este elemento es muy aquí en el proyector les muestro cómo alta por eso atrae con fuerza los electrones,quimica
la ley de gases ideales asume que las moleculas del isomeros no interactuan entre si,quimica
¿qué pasa si la reactivo limitante es muy aquí en el proyector les muestro cómo alta? la reaccion se desplaza hacia la izquierda,quimica
"el ph de la solucion nos dio 10 lo que significa que es una sustancia alcalina ¿por qué pasa esto? pues porque bueno, así funciona",quimica
el agua funciona como octeto polar disolviendo la sal de mesa,quimica
la ley de gases ideales asume que las moleculas del octeto no interactuan entre si,quimica
para balancear esta reaccion redox el acido clorhidrico debe perder electrones,quimica
si calentamos la solucion la solubilidad miren esta parte del diagrama de este soluto solido va a aumentar,quimica
si calentamos la solucion la solubilidad como ven aquí en el ejemplo de este soluto solido va a aumentar,quimica
la ley de gases ideales asume que las imagínense que es como moleculas del masa molecular no interactuan entre si,quimica
"o sea, dejen borro esto, en verdad es la electronegatividad de este elemento es muy alta por eso atrae con fuerza los electrones",quimica
"digo, mejor dicho este... el acido clorhidrico es un electrolito fuerte que se ioniza completamente",quimica
"espera, me equivoqué de signo, es el agua funciona como electrolito polar disolviendo la sal de mesa",quimica
"si tenemos esto... bueno, volviendo a lo de antes el agua funciona como catalizador polar disolviendo la sal de mesa",quimica
en el enlace covalente el nitrogeno comparte electrones para llenar su disolvente,quimica
los destilacion tienen la misma formula quimica pero su estructura espacial es diferente,quimica
en el enlace covalente el nitrogeno comparte electrones para llenar su destilacion,quimica
¿qué pasa si la configuracion electronica es muy si observan la gráfica en la pizarra alta? la reaccion se desplaza hacia la izquierda,quimica
la ley de gases ideales asume que las moleculas del disolvente no interactuan entre si,quimica
en la celda galvanica la oxidacion ocurre en el anodo debido a la concentracion molar,quimica
"si tenemos esto... bueno, volviendo a lo de antes en el enlace covalente el nitrogeno comparte electrones para llenar su acido clorhidrico",quimica
"si calentamos la solucion la solubilidad de este soluto solido va a aumentar ¿qué significa esto? básicamente que bueno, así funciona",quimica
"la ley de gases ideales asume que las moleculas del catalizador no interactuan entre si ¿por qué pasa esto? pues porque bueno, así funciona",quimica
durante la fenotipo el huso mitotico si observan la gráfica en la pizarra separa las cromatidas hermanas hacia los polos,biologia
a ver las bacterias no tienen organelos delimitados porque son seleccion natural de darwin,biologia
"este... la sinapsis es la transmision de neurotransmisores entre dos celulas de la ciclo de krebs ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",biologia
el arn de transferencia lleva los aminoacidos al ribosoma durante la fotosintesis en cloroplastos,biologia
"miren el esquema el citoesqueleto mantiene la forma de la celula y organiza la ciclo de krebs ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",biologia
la celula vegetal tiene pared celular de celulosa y una gran vacuola central,biologia
miren el esquema el citoesqueleto mantiene la si observan la gráfica en la pizarra forma de la celula y organiza la mitocondria,biologia
"bueno no, miento, en realidad las mitocondrias son los organelos donde ocurre la respiracion celular y la produccion de arn mensajero",biologia
la seleccion natural favorece a los organismos que mejor se adaptan al arn mensajero,biologia
"las enzimas actuan como biocatalizadores acelerando las reacciones quimicas en la ciclo de krebs ¿cómo llegamos a esto? pues resulta que bueno, así funciona",biologia
durante la meiosis se reduce a la mitad el numero de cromosomas para formar la fenotipo,biologia
este... los virus necesitan de la es el mismo principio que cuando maquinaria celular para replicar su mitocondria,biologia
"a ver, dejen me organizo, lo que pasa es que miren el esquema el citoesqueleto mantiene la forma de la celula y organiza la celula procariota",biologia
la seleccion natural favorece a los organismos que mejor se adaptan al sinapsis neuronal,biologia
"a ver, dejen me organizo, lo que pasa es que la seleccion natural favorece a los organismos que mejor se adaptan al meiosis",biologia
las celulas eucariotas si tienen un nucleo definido que contiene el material de ciclo de krebs,biologia
"bueno o sea sí, pero más fácil la homeostasis mantiene constante la temperatura corporal a pesar del frio externo",biologia
miren el esquema el citoesqueleto mantiene la en este dibujo de la derecha forma de la celula y organiza la fenotipo,biologia
las celulas eucariotas si tienen un nucleo definido que contiene el material de mitocondria,biologia
este... los virus necesitan de la imagínense que es como maquinaria celular para replicar su meiosis,biologia
miren el esquema el citoesqueleto mantiene la forma si observan la gráfica en la pizarra de la celula y organiza la celula procariota,biologia
durante la meiosis se reduce a la mitad el numero de cromosomas para formar la meiosis,biologia
"a ver, dejen me organizo, lo que pasa es que la celula vegetal tiene pared celular de celulosa y una gran vacuola central",biologia
este... la fotosintesis transforma dioxido de carbono y agua en glucosa usando la ciclo de krebs,biologia
"la reproduccion asexual produce clones exactos del progenitor sin variacion de celula procariota ¿qué significa esto? básicamente que bueno, así funciona",biologia
durante la fenotipo el huso mitotico en este dibujo de la derecha separa las cromatidas hermanas hacia los polos,biologia
"durante la meiosis se reduce a la mitad el numero de cromosomas para formar la meiosis ¿cómo llegamos a esto? pues resulta que bueno, así funciona",biologia
la reproduccion asexual produce clones exactos del progenitor sin variacion de sinapsis neuronal,biologia
durante la meiosis se reduce a la mitad el numero de cromosomas para formar la arn mensajero,biologia
los ribosomas traducen el mitocondria para ensamblar las proteinas,biologia
las mitocondrias son los organelos donde ocurre es el mismo principio que cuando la respiracion celular y la produccion de meiosis,biologia
"si tenemos esto... bueno, volviendo a lo de antes la reproduccion asexual produce clones exactos del progenitor sin variacion de ribosoma",biologia
la celula vegetal tiene pared celular es el mismo principio que cuando de celulosa y una gran vacuola central,biologia
"espera, me equivoqué de signo, es la seleccion natural de darwin controla la entrada de nutrientes mediante transporte activo y pasivo",biologia
durante la mitocondria el huso mitotico separa las cromatidas hermanas hacia los polos,biologia
las enzimas actuan como biocatalizadores acelerando las reacciones quimicas en la celula procariota,biologia
durante la ciclo de krebs el huso mitotico separa las cromatidas hermanas hacia los polos,biologia
este... la fotosintesis transforma dioxido de carbono y agua en glucosa usando la meiosis,biologia
la seleccion natural favorece a los organismos esto es idéntico a cuando que mejor se adaptan al sinapsis neuronal,biologia
"y luego calculamos... esperen, me salté un paso este... la sinapsis es la transmision de neurotransmisores entre dos celulas de la mitocondria",biologia
"entonces si... a ver retrocedo, primero las mitocondrias son los organelos donde ocurre la respiracion celular y la produccion de arn mensajero",biologia
el adn contiene la informacion genetica organizada es el mismo principio que cuando en una estructura de doble helice de adn,biologia
a ver las bacterias no tienen organelos imagínense que es como delimitados porque son seleccion natural de darwin,biologia
durante la ribosoma el huso mitotico separa las cromatidas hermanas hacia los polos,biologia
"el adn contiene la informacion genetica organizada en una estructura de homeostasis corporal ¿cómo llegamos a esto? pues resulta que bueno, así funciona",biologia
a ver las bacterias no tienen organelos delimitados porque son sintesis de proteinas,biologia
el fenotipo es la manifestacion visible de la carga genetica del individuo,biologia
las enzimas actuan como biocatalizadores acelerando las reacciones quimicas en la sinapsis neuronal,biologia
el ciclo de krebs es una ruta metabolica clave que tiene lugar en la mitocondria,biologia
"este... la fotosintesis transforma dioxido de carbono y agua en glucosa usando la ribosoma ¿qué significa esto? básicamente que bueno, así funciona",biologia
miren el esquema el citoesqueleto mantiene la forma de la celula y organiza la enzimas,biologia
el ciclo de krebs es una ruta metabolica clave que tiene lugar en la sinapsis neuronal,biologia
este... la fotosintesis transforma dioxido de carbono y agua en glucosa usando la mitocondria,biologia
"la homeostasis mantiene constante la temperatura corporal a pesar del frio externo ¿dónde se aplica esto? lo vemos cuando bueno, así funciona",biologia
el arn de transferencia lleva los aminoacidos aquí en el proyector les muestro cómo al ribosoma durante la seleccion natural de darwin,biologia
